CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
579,Spain,Male,37.0,5,120219.14,152212.88,2,0,0,0
698,Spain,Female,39.0,9,90212.38,161993.89,1,0,0,0
548,Spain,Male,39.0,7,164975.82,131468.44,1,0,0,0
672,Germany,Male,40.0,10,1285.81,102980.44,1,0,0,1
653,Germany,Male,31.0,9,83679.46,143321.97,1,0,0,0
734,Spain,Female,37.0,2,34548.74,130404.92,1,0,0,0
794,France,Female,41.0,7,74275.08,0.0,2,1,1,0
641,France,Male,30.0,2,7278.57,87505.47,2,1,1,0
824,France,Male,30.0,0,162053.92,133634.02,1,1,1,0
534,Spain,Female,33.0,3,199336.63,151233.62,1,0,0,0
653,Spain,Male,55.0,2,62347.71,70263.83,1,1,1,0
498,France,Male,34.0,5,91711.66,0.0,2,1,1,0
683,France,Male,30.0,10,79240.9,57657.49,1,0,0,0
618,Germany,Male,42.0,8,76679.6,153572.31,2,1,1,0
538,France,Male,37.0,1,162511.55,134752.08,1,0,0,0
643,Spain,Male,34.0,3,21360.88,83132.09,1,1,1,0
428,France,Female,31.0,2,54487.43,0.0,2,0,0,0
593,Germany,Female,32.0,9,53931.05,134096.53,2,0,0,1
718,France,Female,31.0,0,103165.15,118100.59,2,0,0,0
811,Germany,Male,52.0,10,146359.81,76915.4,1,0,0,1
823,Spain,Female,46.0,3,28370.95,81576.75,1,1,1,1
645,Spain,Male,49.0,2,10023.15,0.0,2,0,0,0
710,France,Male,33.0,10,192928.82,118327.17,2,1,1,0
591,Spain,Male,30.0,8,50485.7,124857.69,2,0,0,0
748,Germany,Female,27.0,2,131662.47,90971.85,1,1,1,0
850,France,Female,37.0,7,152235.3,153147.75,1,1,1,0
542,France,Male,38.0,8,68093.23,65942.26,1,1,1,1
809,France,Male,38.0,3,80061.31,0.0,2,1,1,0
675,France,Male,54.0,2,149583.67,0.0,1,0,0,1
607,Spain,Female,27.0,5,7631.27,100912.19,1,0,0,0
850,France,Female,31.0,4,33082.81,0.0,2,1,1,0
789,France,Male,37.0,3,121883.87,0.0,1,0,0,1
598,France,Female,43.0,5,100722.72,0.0,3,1,1,1
756,Germany,Male,41.0,2,47093.11,124439.49,2,1,1,0
687,France,Female,47.0,7,177624.01,0.0,2,1,1,0
724,France,Male,40.0,6,106149.48,0.0,2,0,0,0
700,France,Female,44.0,2,16874.92,58781.76,1,0,0,0
635,Spain,Male,50.0,7,54560.79,159453.64,2,0,0,1
687,Germany,Male,26.0,2,153605.75,142721.52,1,1,1,0
613,France,Female,46.0,8,44390.38,167795.6,1,1,1,0
781,France,Female,38.0,3,63218.85,128345.69,2,0,0,0
703,Spain,Male,20.0,3,41626.78,165260.98,1,1,1,0
593,Germany,Female,62.0,3,24765.53,118233.81,1,1,1,1
743,France,Female,40.0,6,28280.8,0.0,1,0,0,1
640,Spain,Female,46.0,8,89043.19,0.0,2,0,0,0
849,Germany,Male,37.0,7,17294.12,143452.74,2,1,1,0
778,France,Male,38.0,3,126702.41,145018.49,2,1,1,0
539,Germany,Female,38.0,8,13123.41,82407.51,1,0,0,0
489,Germany,Male,28.0,1,167973.63,79460.98,2,1,1,0
568,Spain,Female,43.0,9,125870.79,0.0,1,0,0,1
618,Spain,Male,38.0,5,91972.49,126473.99,1,0,0,0
710,Germany,Female,30.0,10,155593.74,133537.1,2,0,0,0
625,France,Male,52.0,5,67788.49,164978.01,1,1,1,0
682,Spain,Male,46.0,7,62615.35,128029.72,1,1,1,0
727,Spain,Male,43.0,2,107415.02,97403.18,1,1,1,1
794,France,Female,41.0,7,166526.26,176845.41,3,0,0,1
652,Spain,Male,71.0,4,120107.1,0.0,1,1,1,0
670,Spain,Male,42.0,3,188227.8,81589.04,1,0,0,0
460,Germany,Female,40.0,6,91560.63,119507.58,2,0,0,1
568,Spain,Female,26.0,6,166495.2,0.0,2,0,0,0
643,France,Male,30.0,5,165614.4,94443.77,1,1,1,0
521,France,Male,37.0,2,86372.24,0.0,2,1,1,0
615,France,Male,32.0,7,2755.53,92199.84,1,1,1,0
575,Spain,Male,43.0,3,83594.51,0.0,1,0,0,0
717,France,Female,41.0,3,103706.41,135756.96,1,1,1,0
648,France,Female,54.0,9,5924.38,120633.42,1,0,0,1
535,Germany,Male,48.0,5,58203.67,134542.73,1,1,1,1
626,Spain,Male,29.0,7,49361.84,0.0,2,0,0,0
611,Spain,Male,52.0,7,73585.18,0.0,1,1,1,1
734,Spain,Male,39.0,6,95135.27,0.0,1,1,1,0
709,France,Male,49.0,4,38794.57,154344.49,2,1,1,0
591,France,Male,43.0,3,198926.36,0.0,2,1,1,0
664,France,Male,43.0,9,56099.86,189026.53,2,1,1,0
431,France,Male,37.0,0,117023.08,120764.08,1,1,1,0
647,Germany,Female,22.0,3,62083.0,97975.82,2,1,1,0
578,France,Male,32.0,4,141822.8,0.0,2,1,1,0
555,Germany,Male,41.0,10,185387.14,113270.2,2,1,1,0
775,Spain,Male,30.0,4,57461.13,0.0,2,1,1,0
850,Germany,Male,39.0,3,120380.12,124548.99,2,1,1,0
625,France,Male,43.0,8,133020.9,201696.07,1,0,0,1
645,Spain,Female,37.0,7,13589.93,0.0,2,0,0,0
608,Germany,Male,44.0,7,77830.36,114203.47,1,1,1,1
689,Spain,Female,31.0,4,136610.02,0.0,2,1,1,0
652,Germany,Male,50.0,8,17160.94,125437.64,1,1,1,1
769,France,Female,26.0,7,176843.53,0.0,2,0,0,0
611,France,Female,43.0,8,114996.33,64897.75,1,0,0,0
489,France,Male,38.0,8,196990.79,0.0,2,1,1,0
528,Germany,Female,46.0,9,133146.03,135555.66,1,0,0,1
632,France,Male,44.0,3,185667.72,107764.75,1,0,0,0
429,France,Female,27.0,6,24020.49,117307.44,2,1,1,0
457,France,Male,41.0,8,185750.02,73700.12,3,1,1,1
768,Spain,Female,44.0,6,178045.97,60603.4,1,1,1,0
715,Spain,Female,35.0,4,199857.47,40169.88,2,1,1,0
668,Germany,Female,32.0,10,43595.9,92041.87,1,1,1,0
625,Germany,Male,26.0,3,122810.53,130483.95,1,0,0,0
846,France,Female,41.0,5,3440.47,0.0,3,0,0,1
661,Spain,Female,42.0,3,35989.41,0.0,2,0,0,0
571,France,Female,23.0,10,17163.75,151097.28,1,1,1,0
582,Spain,Female,46.0,8,44506.09,67563.31,1,0,0,1
716,France,Female,35.0,8,17848.3,112808.18,1,1,1,0
758,France,Female,42.0,7,76209.56,0.0,2,1,1,0
725,France,Male,66.0,4,141476.56,86459.8,1,1,1,0
630,France,Female,40.0,0,60032.46,118633.08,1,1,1,1
627,France,Female,55.0,2,100686.11,159441.27,1,0,0,1
653,France,Female,27.0,9,96429.29,0.0,2,0,0,0
775,Germany,Female,38.0,4,15795.88,125212.65,2,1,1,1
794,Spain,Male,45.0,8,116547.31,88656.37,2,0,0,0
831,France,Female,32.0,2,191260.74,146033.62,1,0,0,0
561,France,Male,29.0,9,173870.39,120268.13,1,1,1,0
705,Spain,Male,46.0,7,117273.35,0.0,2,0,0,0
636,Spain,Female,33.0,0,92277.47,0.0,1,0,0,1
487,Germany,Female,46.0,4,44244.49,135070.58,2,1,1,1
693,France,Female,38.0,3,78133.48,0.0,2,0,0,1
517,Spain,Female,29.0,5,103402.88,0.0,2,0,0,0
684,France,Female,27.0,9,137835.82,122550.05,2,1,1,0
620,Spain,Female,43.0,2,20670.1,0.0,2,0,0,0
757,France,Male,29.0,8,77469.38,130306.49,1,0,0,0
739,France,Female,27.0,6,57572.38,0.0,1,1,1,0
662,Spain,Female,41.0,4,75884.65,90350.77,1,0,0,1
359,France,Female,44.0,6,146955.71,128747.69,1,0,0,1
572,Spain,Male,23.0,2,67040.12,126873.52,1,1,1,0
721,France,Male,69.0,2,178418.35,108424.19,1,1,1,0
707,France,Male,32.0,9,30807.02,0.0,2,0,0,0
444,France,Female,40.0,5,143835.76,84350.07,1,0,0,0
523,France,Female,73.0,7,130883.9,0.0,2,0,0,1
685,Germany,Female,30.0,4,194343.72,84958.6,2,1,1,0
673,Germany,Female,29.0,4,9796.69,99097.36,1,1,1,0
503,Germany,Male,30.0,10,47310.24,136622.55,2,0,0,0
485,Germany,Female,30.0,5,141148.21,156771.68,1,1,1,0
799,Germany,Male,28.0,7,111138.25,167658.33,2,1,1,0
585,Spain,Female,33.0,8,114182.07,0.0,2,0,0,0
607,Germany,Female,24.0,2,127560.77,109483.54,2,1,1,0
521,Germany,Female,40.0,9,18082.06,134504.78,1,0,0,0
535,France,Female,44.0,2,136330.26,114427.86,1,1,1,0
724,Spain,Male,45.0,5,34121.81,83888.54,1,1,1,0
520,Germany,Male,32.0,5,56246.69,110029.77,1,0,0,0
696,Spain,Male,41.0,9,191417.42,127523.75,1,1,1,0
657,Germany,Male,30.0,1,23317.88,139762.13,2,1,1,0
603,Spain,Female,42.0,8,144675.3,91611.12,1,0,0,1
726,France,Female,42.0,2,175161.05,109471.79,1,1,1,0
591,France,Female,39.0,4,14928.8,150500.64,1,0,0,0
792,Germany,Female,59.0,9,161479.19,101609.77,1,0,0,1
550,France,Male,57.0,5,133501.94,0.0,1,1,1,0
601,France,Female,26.0,8,23703.52,78892.23,1,1,1,0
820,France,Female,29.0,3,115985.38,82344.84,1,1,1,0
667,France,Male,48.0,2,43229.2,0.0,1,0,0,0
573,Spain,Female,44.0,4,94862.93,0.0,1,1,1,0
755,France,Male,62.0,1,142377.69,127706.33,2,1,1,0
552,France,Female,41.0,9,135635.25,124349.34,1,0,0,0
598,Spain,Male,44.0,8,148487.9,0.0,2,0,0,0
576,Germany,Male,28.0,1,58976.85,119336.29,2,1,1,0
670,France,Female,31.0,9,76254.83,0.0,1,1,1,0
504,Germany,Male,56.0,9,55857.48,104217.3,1,0,0,1
778,France,Female,65.0,7,77867.23,0.0,1,1,1,0
558,Germany,Male,39.0,10,22878.16,144757.02,1,0,0,1
627,Spain,Male,44.0,6,114469.55,0.0,1,1,1,0
683,France,Male,43.0,8,96754.8,0.0,1,0,0,0
556,France,Female,43.0,6,125154.57,0.0,3,0,0,1
583,France,Female,38.0,10,113597.64,0.0,2,1,1,0
705,France,Female,24.0,7,121408.55,100169.51,1,0,0,0
637,France,Male,33.0,2,109219.43,145731.83,1,1,1,0
697,Spain,Male,56.0,5,50230.31,110802.03,1,1,1,1
555,Germany,Female,46.0,4,177719.88,120392.99,1,0,0,1
594,Germany,Female,26.0,6,131211.86,135067.52,2,0,0,0
632,Spain,Male,31.0,3,82152.83,136556.44,1,0,0,1
551,France,Female,38.0,10,216.27,0.0,2,1,1,0
687,France,Female,35.0,3,1713.1,99587.43,1,1,1,1
672,France,Female,53.0,7,136910.18,0.0,1,1,1,0
521,Spain,Female,34.0,7,20243.97,70731.07,1,1,1,1
686,Germany,Male,35.0,2,86043.27,109342.82,2,1,1,0
639,Spain,Male,28.0,8,126561.07,0.0,2,0,0,0
850,France,Male,66.0,4,64350.8,0.0,2,1,1,0
465,France,Male,25.0,2,10472.31,78247.31,2,1,1,0
817,France,Female,55.0,10,95941.55,117561.49,1,0,0,1
578,France,Male,23.0,10,125222.36,88980.32,1,1,1,0
611,Spain,Male,34.0,4,170950.58,0.0,2,0,0,0
616,Germany,Female,41.0,1,236.45,103560.57,1,0,0,1
517,France,Male,37.0,5,31517.16,113308.84,1,1,1,0
637,Spain,Female,40.0,6,181610.6,0.0,2,1,1,0
806,France,Female,32.0,3,156593.09,63763.49,1,0,0,0
633,France,Female,29.0,7,4272.0,169988.35,1,0,0,0
624,Germany,Female,35.0,0,163587.9,180303.24,2,0,0,0
691,France,Male,52.0,3,175843.68,0.0,1,0,0,1
819,Germany,Female,49.0,1,166164.3,120656.86,4,0,0,1
568,Germany,Female,31.0,1,61796.64,61592.14,2,1,1,0
806,France,Male,48.0,4,21439.49,164701.68,1,1,1,0
726,Spain,Female,26.0,1,19225.85,80780.16,1,1,1,0
552,France,Male,36.0,8,132547.02,0.0,2,0,0,0
755,Germany,Female,30.0,6,62688.55,154221.37,2,1,1,0
634,France,Male,26.0,8,21760.96,0.0,1,0,0,0
756,France,Female,26.0,5,154460.68,101641.14,2,1,1,0
776,France,Male,37.0,2,8065.0,0.0,1,1,1,0
649,France,Female,45.0,5,173365.9,92786.66,1,0,0,1
595,Germany,Male,32.0,8,69428.79,131081.66,2,1,1,0
646,France,Male,30.0,5,12757.14,98014.74,1,1,1,0
592,Spain,Male,38.0,8,180426.2,0.0,2,0,0,0
574,France,Male,26.0,8,43093.67,97460.1,1,1,1,0
850,France,Male,36.0,1,68594.0,104077.19,2,1,1,0
850,Spain,Female,29.0,1,197996.65,0.0,2,1,1,0
475,France,Female,46.0,10,122953.0,0.0,2,0,0,1
642,France,Female,39.0,4,76821.24,0.0,1,1,1,0
710,Spain,Female,51.0,4,141400.51,93656.95,1,1,1,1
596,Spain,Male,30.0,6,41921.75,121345.88,4,0,0,1
609,France,Female,39.0,8,175664.25,141675.23,1,1,1,0
797,Spain,Female,31.0,8,117916.63,0.0,2,0,0,0
504,Germany,Female,43.0,7,194690.77,102365.49,1,0,0,1
735,Spain,Male,50.0,9,166677.35,0.0,1,0,0,1
680,Spain,Female,30.0,3,160131.58,0.0,1,0,0,0
449,France,Male,52.0,6,123622.0,0.0,2,1,1,0
685,Germany,Male,57.0,7,113483.96,101868.51,1,1,1,0
569,Spain,Male,38.0,8,79618.79,0.0,2,0,0,0
631,France,Male,35.0,9,24472.23,112392.45,2,0,0,0
595,Germany,Female,25.0,7,177025.79,106570.34,2,1,1,0
461,France,Female,28.0,8,103349.74,0.0,1,1,1,0
630,France,Male,50.0,1,63606.22,81947.76,1,1,1,1
661,France,Female,31.0,7,14490.79,144162.3,2,1,1,0
796,Germany,Male,39.0,5,105080.53,86350.87,2,0,0,0
710,France,Male,47.0,5,83499.89,158623.14,1,0,0,1
741,France,Male,32.0,8,143598.7,0.0,2,0,0,0
606,Germany,Male,48.0,4,36091.91,132403.56,1,0,0,1
747,France,Male,27.0,10,13007.89,0.0,2,0,0,0
549,Germany,Female,43.0,3,6101.41,134985.66,1,0,0,0
576,France,Male,36.0,6,48314.0,0.0,2,1,1,0
528,France,Male,37.0,6,197111.99,103772.45,1,0,0,0
535,France,Male,33.0,2,110299.78,133040.32,1,1,1,0
575,Spain,Female,37.0,0,30114.32,0.0,2,0,0,0
656,France,Male,39.0,10,98894.64,0.0,2,1,1,0
440,France,Male,42.0,2,49826.68,0.0,2,0,0,0
539,Spain,Male,38.0,8,10074.05,71460.67,2,1,1,0
850,Spain,Male,39.0,6,20769.88,133214.13,1,1,1,0
646,France,Female,37.0,7,163427.18,96558.66,1,0,0,0
744,France,Male,54.0,6,140068.77,93806.31,2,1,1,0
710,Spain,Female,36.0,8,83206.19,0.0,2,0,0,0
544,France,Female,64.0,3,111402.97,124043.8,1,1,1,1
723,Germany,Male,52.0,5,92873.5,131694.97,1,1,1,1
507,Spain,Female,29.0,6,94780.9,0.0,2,1,1,0
787,France,Female,35.0,1,16607.15,106266.8,1,1,1,0
598,Spain,Male,41.0,8,161954.43,0.0,2,1,1,0
796,France,Male,51.0,6,194733.28,0.0,2,1,1,0
569,Spain,Female,41.0,4,163524.7,139840.36,1,1,1,0
711,France,Male,34.0,8,48260.19,0.0,2,0,0,0
661,Germany,Male,35.0,8,86678.48,124098.54,1,0,0,0
415,France,Male,32.0,5,3064.65,145807.59,1,1,1,0
578,Spain,Male,23.0,8,112124.98,0.0,2,0,0,0
611,France,Female,26.0,2,120801.65,107508.93,2,1,1,0
600,France,Female,28.0,6,52193.23,0.0,2,1,1,0
661,Germany,Female,32.0,1,56636.28,145980.23,1,1,1,0
850,France,Female,37.0,3,69372.88,212778.2,1,1,1,0
573,Germany,Female,47.0,4,164038.07,152522.47,1,1,1,1
764,Spain,Female,33.0,9,118982.51,168964.77,1,1,1,0
838,France,Female,34.0,8,27472.07,0.0,2,0,0,0
821,France,Female,28.0,8,36754.13,0.0,1,1,1,0
607,Spain,Female,36.0,4,46416.36,98266.3,1,1,1,0
558,France,Male,38.0,8,152872.39,113000.92,1,1,1,0
530,Germany,Male,23.0,1,165227.23,137060.88,2,1,1,0
654,Germany,Male,37.0,5,75927.35,112146.12,1,0,0,0
530,France,Female,33.0,4,172930.28,129307.32,1,1,1,0
656,Spain,Male,69.0,6,36108.5,163975.09,1,1,1,0
520,Spain,Male,43.0,7,36202.74,0.0,2,1,1,0
602,Germany,Female,42.0,6,131886.46,158414.85,1,1,1,0
701,Germany,Female,48.0,1,133992.36,92072.68,1,1,1,0
653,Spain,Female,30.0,2,96658.26,88243.29,2,1,1,0
668,Spain,Male,25.0,8,135112.09,0.0,2,1,1,0
652,France,Male,48.0,4,163944.18,59486.31,1,0,0,1
639,Spain,Female,54.0,2,53843.71,0.0,2,1,1,0
730,Spain,Female,52.0,7,122398.84,0.0,2,1,1,0
780,France,Male,34.0,1,64804.04,0.0,1,1,1,0
592,France,Female,38.0,8,19370.73,119278.01,2,1,1,0
628,France,Male,34.0,4,126192.54,158741.43,2,1,1,0
658,France,Female,40.0,7,135459.02,140596.95,1,1,1,1
850,Spain,Female,29.0,10,94815.04,0.0,2,1,1,0
515,Germany,Male,37.0,2,188366.04,90432.92,1,1,1,1
571,France,Female,35.0,1,178512.52,104783.81,2,1,1,0
760,Germany,Male,42.0,0,97906.38,77992.97,2,1,1,0
720,Germany,Female,43.0,10,72861.94,110822.9,1,0,0,0
632,Germany,Male,42.0,4,195978.86,119624.6,2,1,1,0
694,Germany,Male,31.0,6,19448.93,109052.59,2,1,1,1
559,Spain,Female,40.0,5,32635.54,139129.44,1,1,1,0
773,Germany,Female,42.0,8,171733.22,152324.66,2,0,0,0
581,France,Male,38.0,1,46176.22,0.0,2,0,0,0
524,Germany,Female,37.0,9,179634.69,127480.58,2,0,0,0
713,France,Male,53.0,6,191521.32,115029.4,1,0,0,1
676,France,Male,40.0,8,67998.45,114005.78,1,1,1,0
651,Germany,Female,42.0,1,44731.8,116646.76,1,0,0,1
717,Spain,Female,49.0,1,124532.9,110864.38,2,1,1,1
594,France,Male,23.0,5,160968.44,156267.59,1,0,0,0
716,France,Female,44.0,3,27341.63,109528.28,1,0,0,1
668,France,Female,35.0,6,53994.64,102482.76,1,1,1,0
678,Germany,Male,23.0,10,91633.53,115563.71,1,1,1,0
545,France,Male,23.0,2,189613.12,0.0,2,0,0,0
613,France,Female,40.0,9,60706.33,95624.36,2,1,1,0
687,Spain,Female,21.0,8,154767.34,0.0,2,1,1,0
715,France,Male,28.0,7,196853.11,160376.61,1,0,0,0
618,Germany,Male,41.0,8,195775.48,37702.79,1,1,1,0
721,France,Female,35.0,6,3086.89,118273.83,1,1,1,0
445,Germany,Female,34.0,7,70618.0,131082.17,2,1,1,0
690,France,Male,38.0,1,55034.02,94456.0,2,1,1,0
709,France,Female,43.0,8,168035.62,0.0,2,0,0,1
671,Spain,Female,42.0,3,128449.33,0.0,2,1,1,0
538,France,Male,33.0,6,199249.29,93791.38,1,1,1,0
735,France,Female,33.0,4,149474.69,0.0,2,0,0,0
592,France,Female,37.0,7,126726.33,0.0,2,1,1,0
747,France,Male,61.0,7,147554.26,155973.13,1,1,1,0
675,Germany,Male,36.0,7,149399.7,89409.95,1,1,1,0
632,Spain,Female,39.0,5,93536.38,97854.37,2,0,0,0
621,France,Male,39.0,6,58883.91,0.0,2,1,1,0
521,Spain,Male,29.0,3,154271.41,60280.62,1,0,0,0
591,Spain,Male,36.0,7,122022.89,135216.8,1,1,1,0
706,Germany,Female,28.0,6,50299.14,124923.35,2,1,1,0
677,France,Male,38.0,4,187800.63,0.0,2,0,0,0
769,Germany,Male,27.0,7,171344.09,188614.07,1,0,0,0
771,France,Male,32.0,5,40920.59,62321.62,1,1,1,0
601,Germany,Female,48.0,8,63940.68,120782.7,1,0,0,1
670,France,Female,42.0,1,29483.87,115961.58,2,1,1,0
517,France,Male,28.0,2,179056.23,115062.61,1,0,0,0
834,France,Female,49.0,8,129273.94,160602.25,2,0,0,0
571,France,Female,42.0,4,55558.51,108825.34,3,0,0,1
576,Germany,Female,36.0,8,23305.85,166287.85,1,1,1,0
718,France,Female,31.0,1,17128.64,152663.77,1,1,1,0
636,Germany,Female,31.0,9,74641.9,80844.69,2,1,1,0
566,Germany,Female,40.0,2,154486.01,97001.36,2,0,0,0
711,France,Male,64.0,4,3185.67,0.0,2,1,1,0
574,France,Female,39.0,2,88463.63,122524.61,2,0,0,0
619,France,Female,35.0,8,65682.93,132292.63,1,0,0,0
588,France,Female,24.0,0,140586.08,0.0,2,1,1,0
760,Germany,Female,49.0,9,117232.9,91502.99,1,0,0,1
665,France,Male,52.0,3,116137.01,0.0,1,0,0,1
739,Germany,Male,29.0,3,105533.96,59385.98,2,1,1,0
641,France,Male,77.0,9,81514.06,0.0,3,1,1,0
685,Germany,Female,21.0,6,164966.27,97956.5,1,1,1,0
594,France,Female,49.0,4,23631.55,0.0,2,1,1,0
557,Spain,Female,40.0,4,105433.53,0.0,2,1,1,0
697,France,Male,27.0,8,90591.15,141223.68,2,0,0,0
656,France,Male,18.0,10,127014.32,151762.74,1,1,1,0
712,Germany,Male,43.0,1,90905.26,141749.74,2,1,1,0
689,Spain,Male,38.0,5,8651.92,75075.14,1,1,1,1
697,France,Female,25.0,4,15467.98,165686.11,2,0,0,0
589,France,Male,38.0,2,79915.28,0.0,1,0,0,0
525,Spain,Female,25.0,10,69361.95,0.0,2,0,0,0
680,France,Male,44.0,3,86935.08,0.0,2,0,0,0
617,France,Female,28.0,0,7597.83,0.0,2,1,1,1
680,France,Male,32.0,5,116957.6,92961.61,1,0,0,0
662,Spain,Female,30.0,9,157884.83,0.0,2,1,1,0
736,Germany,Male,46.0,5,77981.54,130812.91,1,1,1,1
657,Germany,Male,57.0,8,126369.55,107174.58,1,1,1,1
350,Spain,Male,54.0,1,191973.49,152677.48,1,1,1,1
617,France,Male,30.0,3,142940.39,132005.77,1,0,0,0
562,France,Male,35.0,7,48869.67,0.0,1,0,0,0
705,Spain,Female,23.0,5,73131.73,0.0,2,1,1,0
516,France,Female,33.0,7,120037.36,127305.5,1,1,1,0
573,France,Female,37.0,6,193995.37,0.0,2,0,0,0
538,Spain,Female,31.0,0,179453.66,0.0,2,0,0,0
699,France,Male,39.0,9,80963.92,0.0,1,0,0,0
504,Germany,Male,32.0,8,15658.99,170291.22,2,1,1,0
583,Spain,Male,47.0,5,92708.1,102562.23,1,0,0,0
712,Spain,Male,53.0,2,26542.17,111061.01,2,0,0,0
626,Spain,Male,62.0,3,65010.74,0.0,1,1,1,0
631,France,Female,34.0,4,106892.91,124379.14,1,0,0,0
663,France,Female,37.0,7,185210.63,0.0,1,1,1,0
506,Germany,Female,41.0,3,4035.46,57745.76,1,0,0,0
570,Germany,Female,50.0,5,177805.44,129293.74,1,0,0,1
703,France,Female,45.0,7,68831.72,0.0,2,1,1,0
698,Germany,Female,40.0,8,114732.62,150777.1,1,0,0,0
731,Spain,Male,41.0,4,22299.27,0.0,2,0,0,0
625,France,Male,34.0,6,197283.2,0.0,2,0,0,0
634,Spain,Male,31.0,9,179485.96,108632.48,1,1,1,1
616,France,Male,59.0,5,17699.48,153861.1,1,1,1,0
500,France,Male,56.0,1,118490.8,100374.58,1,0,0,1
446,France,Male,32.0,8,133292.94,0.0,2,0,0,0
669,France,Female,47.0,9,58170.24,61196.54,1,0,0,0
581,Germany,Male,31.0,6,107137.3,116891.72,1,0,0,0
704,Germany,Female,54.0,6,145071.33,133656.91,3,0,0,1
748,France,Male,44.0,2,85495.24,92911.52,1,1,1,0
680,Spain,Female,31.0,9,101139.3,119825.75,2,1,1,0
655,France,Female,37.0,7,10511.13,111852.84,2,0,0,0
690,Germany,Male,32.0,0,137916.49,106683.52,2,1,1,0
695,Germany,Male,40.0,7,193383.13,139022.24,1,1,1,0
700,Germany,Female,40.0,4,189826.96,148571.07,1,0,0,1
773,France,Male,52.0,4,144113.42,0.0,1,1,1,0
749,France,Male,42.0,1,143538.51,129776.72,2,1,1,0
611,France,Female,46.0,5,77677.14,0.0,1,0,0,1
606,Spain,Female,46.0,8,183717.94,0.0,2,1,1,0
554,France,Male,24.0,10,92180.62,0.0,1,0,0,0
567,France,Female,37.0,7,28690.9,0.0,2,1,1,0
559,Spain,Male,24.0,3,85891.02,114739.92,1,0,0,1
594,Germany,Male,41.0,2,42050.24,122545.65,2,1,1,0
513,France,Female,37.0,6,110142.34,0.0,2,0,0,0
652,Germany,Female,26.0,1,179269.79,131908.35,1,1,1,0
680,Germany,Female,42.0,7,90558.24,105722.69,1,1,1,1
784,Spain,Male,33.0,10,162022.47,0.0,2,0,0,0
812,Spain,Female,44.0,8,66926.83,0.0,3,0,0,1
784,Spain,Female,40.0,8,108891.3,0.0,2,0,0,0
570,France,Female,18.0,4,71811.9,82767.42,1,0,0,0
712,France,Female,42.0,1,92223.59,87842.98,1,0,0,0
705,Spain,Male,39.0,6,78065.9,133261.13,1,1,1,0
681,Spain,Female,32.0,3,59679.9,0.0,2,1,1,0
620,France,Male,41.0,0,85000.32,97925.11,1,0,0,0
711,France,Male,52.0,5,159808.95,0.0,1,1,1,0
613,France,Female,24.0,7,129001.3,140453.91,1,0,0,0
613,Germany,Female,20.0,0,113557.7,117356.19,1,0,0,1
682,Spain,Male,36.0,5,147758.51,0.0,2,1,1,0
850,Spain,Male,37.0,4,28865.59,137204.77,1,1,1,0
601,France,Female,41.0,1,160607.06,0.0,2,1,1,0
595,Spain,Male,35.0,8,100015.79,0.0,1,0,0,1
675,Spain,Male,36.0,3,54478.52,54098.18,2,1,1,0
591,Spain,Male,31.0,8,141677.33,0.0,1,1,1,0
602,France,Male,23.0,7,84077.6,113758.48,2,0,0,0
554,Spain,Female,34.0,8,106981.03,0.0,1,1,1,0
541,France,Male,37.0,9,73551.44,118636.92,1,1,1,0
506,France,Male,34.0,7,115842.1,0.0,2,0,0,0
814,Germany,Male,44.0,8,107013.59,95488.82,2,0,0,0
683,France,Male,30.0,8,24938.84,110829.52,2,0,0,0
485,Germany,Male,51.0,7,51113.14,144244.59,2,0,0,0
696,Germany,Female,31.0,8,33828.64,122021.92,2,0,0,0
608,France,Female,30.0,8,128875.86,0.0,2,0,0,0
792,France,Male,50.0,9,194700.81,0.0,4,1,1,1
686,Spain,Male,22.0,5,158974.45,0.0,2,0,0,0
790,Germany,Male,42.0,1,198182.73,85839.62,1,0,0,0
654,France,Female,29.0,4,141404.07,96974.97,1,1,1,0
452,France,Male,35.0,4,4175.68,148172.44,1,1,1,0
719,Spain,Male,38.0,0,126876.47,0.0,1,0,0,0
707,France,Female,40.0,5,41052.82,0.0,2,0,0,0
699,France,Female,49.0,2,105760.01,0.0,1,0,0,0
850,Spain,Male,30.0,2,27937.12,0.0,2,1,1,0
828,Spain,Male,28.0,8,79355.87,134766.85,1,0,0,0
850,Germany,Male,30.0,5,102180.27,123210.56,2,1,1,0
712,Spain,Male,47.0,1,95719.73,139887.01,1,1,1,0
634,France,Male,44.0,9,57121.51,149961.11,1,0,0,0
730,Germany,Male,45.0,6,162478.11,152880.97,1,0,0,0
685,Germany,Male,43.0,9,194808.51,108589.47,2,1,1,0
809,Spain,Male,33.0,9,124045.65,0.0,1,1,1,0
707,Spain,Female,35.0,3,17987.4,56674.48,1,0,0,1
648,Spain,Male,32.0,8,133653.38,0.0,1,0,0,0
760,Spain,Female,57.0,1,25101.17,0.0,2,1,1,0
805,Germany,Female,33.0,3,33330.89,105663.56,2,1,1,0
585,France,Female,39.0,7,2401.26,0.0,2,0,0,0
595,Spain,Female,30.0,5,178361.04,100683.54,1,1,1,0
630,France,Male,42.0,6,162697.93,0.0,2,0,0,0
627,Germany,Male,29.0,5,80607.33,139541.58,2,0,0,0
